post_id,image_url,caption,label,misinformation_type,named_entities,categories,posted_date,language,article_url,article_title
TC_techpana-factcheck-nepal-times-viral-video-on-oli-found-misleading,https://techpana.prixacdn.net/media/albums/misleading-news-oli-criticism-modi-techpana-news_CvOkeUNA4T.jpg.760x430_q100_crop.jpg,"नेपाल टाइम्सले प्रधानमन्त्री केपी शर्मा ओलीले “मोदीको आलोचना हुँ‍दैन, मेरो किन हुन्छ ?” भनेर प्रश्न गरेका हुन् भन्ने दाबीसहित भिडिओ सामग्री प्रस्तुत गर्‍यो । तर उपलब्ध प्रमाणहरूले ओलीले आफ्ना कुनै पनि सम्बोधनमा यस्तो भनाइ गरेका छैनन् भन्ने पुष्टि गर्छ । नेपाल टाइम्सले प्रयोग गरेको वाक्य न त प्रधानमन्त्रीको वास्तविक भाषणमा भेटिन्छ, न त त्यस अर्थमा कुनै अभिव्यक्ति दिएका छन् । बरु, ओलीले भारतका प्रधानमन्त्री नरेन्द्र मोदीसँग सकारात्मक वार्ता भएको उल्लेख गर्दै छिमेकी देशहरू सरकारप्रति सकारात्मक रहेको दाबी गरेका छन् । यस्तो पृष्ठभूमिमा नेपाल टाइम्सको शीर्षक र दाबी तथ्यहीन र भ्रामक ठहरिन्छ । यसले दर्शकको ध्यान तान्न बनाइएको गलत शीर्षक र सामग्रीको प्रयोग भएको प्रस्ट हुन्छ ।",0,Pristine,"KP Sharma Oli, Nepal Times",Politics,30/04/2025,ne,https://techpana.com/2025/150507/techpana-factcheck-nepal-times-viral-video-on-oli-found-misleading,"टेकपाना फ्याक्टचेक: ओलीले ‘मोदीको आलोचना हुँदैन, मेरो किन हुन्छ ?’ भनेका छैनन्, भ्रम फैलाइयो"
TC_techpana-factcheck-balen-shah-did-not-make-offensive-facebook-post-against-sunita-dangol,https://techpana.prixacdn.net/media/albums/misleading-news-oli-criticism-modi-techpana-news_gbL5hdifna.png.760x430_q100_crop.png,बलेनले सुनिता डंगोलविरुद्ध फेसबुक पोस्ट गरेका थिए,1,Fabricated,"Balendra Shah, Sunita Dangol, Kathmandu",Politics,02/05/2025,ne,https://techpana.com/2025/150521/techpana-factcheck-balen-shah-did-not-make-offensive-facebook-post-against-sunita-dangol,"टेकपाना फ्याक्टचेकः नझुक्किनुहोस्, बालेनले सुनिता डङ्गोल लक्षित फेसबुक पोस्ट राखेका छैनन्"
TC_techpana-factcheck-balen-shah-did-not-make-offensive-facebook-post-against-sunita-dangol,https://techpana.prixacdn.net/media/albums/misleading-news-oli-criticism-modi-techpana-news_gbL5hdifna.png.760x430_q100_crop.png,त्यस्तो पोस्ट गरिएको छैन। स्क्रिनसट डिजिटल रूपमा हेरफेर गरिएको थियो।,0,Pristine,"Balendra Shah, Sunita Dangol, Kathmandu",Politics,02/05/2025,ne,https://techpana.com/2025/150521/techpana-factcheck-balen-shah-did-not-make-offensive-facebook-post-against-sunita-dangol,"टेकपाना फ्याक्टचेकः नझुक्किनुहोस्, बालेनले सुनिता डङ्गोल लक्षित फेसबुक पोस्ट राखेका छैनन्"
TC_techpana-factcheck-congress-sahamahamantri-son-accused-of-stealing-liquor-from-bhatbhateni-false-viral-photo,https://techpana.prixacdn.net/media/albums/sahamahamantri-son-fact-check-techpana-news_opfk4bp0y7.jpg.760x430_q100_crop.jpg,भाटभटेनीबाट कांग्रेस उपमहासचिवका छोराले मदिरा चोरेका छन्,1,Fabricated,"Nepali Congress, BhatBhateni",Politics,05/05/2025,ne,https://techpana.com/2025/150569/techpana-factcheck-congress-sahamahamantri-son-accused-of-stealing-liquor-from-bhatbhateni-false-viral-photo,फ्याक्टचेकः कांग्रेस सहमहामन्त्रीको छोराले भाटभटेनीबाट रक्सी चोरेको भन्दै अरूकै फोटो भाइरल
TC_techpana-factcheck-congress-sahamahamantri-son-accused-of-stealing-liquor-from-bhatbhateni-false-viral-photo,https://techpana.prixacdn.net/media/albums/sahamahamantri-son-fact-check-techpana-news_opfk4bp0y7.jpg.760x430_q100_crop.jpg,कांग्रेस नेताका छोराले मदिरा चोरेको भाइरल फोटो झुटो,0,Pristine,"Nepali Congress, BhatBhateni",Politics,05/05/2025,ne,https://techpana.com/2025/150569/techpana-factcheck-congress-sahamahamantri-son-accused-of-stealing-liquor-from-bhatbhateni-false-viral-photo,फ्याक्टचेकः कांग्रेस सहमहामन्त्रीको छोराले भाटभटेनीबाट रक्सी चोरेको भन्दै अरूकै फोटो भाइरल
TC_techpana-factcheck-former-tourism-minister-prem-ale-words-in-parliament,https://techpana.prixacdn.net/media/albums/prem-ale-techpana-news_1_dUxzgMnZXV.jpg.760x430_q100_crop.jpg,पूर्व पर्यटनमन्त्री प्रेम आलेले संसदमा विवादास्पद अभिव्यक्ति दिएका छन्,1,Miscaptioned,"Prem Ale, Parliament, Nepal",Politics,07/05/2025,ne,https://techpana.com/2025/150576/techpana-factcheck-former-tourism-minister-prem-ale-words-in-parliament,फ्याक्टचेकः के संसद्‌मै पूर्व पर्यटन मन्त्री आलेले अश्लील शब्द बोलेका हुन् ?
TC_techpana-factcheck-former-tourism-minister-prem-ale-words-in-parliament,https://techpana.prixacdn.net/media/albums/prem-ale-techpana-news_1_dUxzgMnZXV.jpg.760x430_q100_crop.jpg,संसदमा बोलेका शब्दहरूलाई प्रसंगभन्दा बाहिर निकालियो।,0,Pristine,"Prem Ale, Parliament, Nepal",Politics,07/05/2025,ne,https://techpana.com/2025/150576/techpana-factcheck-former-tourism-minister-prem-ale-words-in-parliament,फ्याक्टचेकः के संसद्‌मै पूर्व पर्यटन मन्त्री आलेले अश्लील शब्द बोलेका हुन् ?
TC_jhapali-people-did-not-plant-bananas-on-road-viral-video-is-deepfake,https://techpana.prixacdn.net/media/albums/jhapa-deepfake-techpana-news_eUXuK75cBB.jpg.760x430_q100_crop.jpg,झापावासीले सडकमा केराको रुख लगाएका छन्,1,Fabricated,Jhapa,Politics,09/05/2025,ne,https://techpana.com/2025/150599/jhapali-people-did-not-plant-bananas-on-road-viral-video-is-deepfake,"फ्याक्टचेक: बाटो बिग्रेको विरोधमा झापाली जनताले सडकमा केरा रोपेका होइनन्, भाइरल भिडिओ डिपफेक हो"
TC_jhapali-people-did-not-plant-bananas-on-road-viral-video-is-deepfake,https://techpana.prixacdn.net/media/albums/jhapa-deepfake-techpana-news_eUXuK75cBB.jpg.760x430_q100_crop.jpg,भिडियो एक गहिरो फेक हो। घटना हुन सकेको छैन ।,0,Pristine,Jhapa,Politics,09/05/2025,ne,https://techpana.com/2025/150599/jhapali-people-did-not-plant-bananas-on-road-viral-video-is-deepfake,"फ्याक्टचेक: बाटो बिग्रेको विरोधमा झापाली जनताले सडकमा केरा रोपेका होइनन्, भाइरल भिडिओ डिपफेक हो"
TC_techpana-factcheck-misleading-claims-about-youtube-getting-online-media-recognition-in-nepal,https://techpana.prixacdn.net/media/albums/techpana-factcheck_LUIQlPkpGK.jpeg.760x430_q100_crop.jpg,YouTube ले नेपालमा आधिकारिक अनलाइन मिडियाको मान्यता पाएको छ,1,Miscaptioned,"YouTube, Nepal",Politics,12/05/2025,ne,https://techpana.com/2025/150614/techpana-factcheck-misleading-claims-about-youtube-getting-online-media-recognition-in-nepal,युट्युबले अनलाइन सञ्चार माध्यमको मान्यता पाउने दाबी सहितका समाचार भ्रामक
TC_techpana-factcheck-misleading-claims-about-youtube-getting-online-media-recognition-in-nepal,https://techpana.prixacdn.net/media/albums/techpana-factcheck_LUIQlPkpGK.jpeg.760x430_q100_crop.jpg,युट्युबले नेपालमा मिडियाको मान्यता पाएको दाबी भ्रामक छ।,0,Pristine,"YouTube, Nepal",Politics,12/05/2025,ne,https://techpana.com/2025/150614/techpana-factcheck-misleading-claims-about-youtube-getting-online-media-recognition-in-nepal,युट्युबले अनलाइन सञ्चार माध्यमको मान्यता पाउने दाबी सहितका समाचार भ्रामक
TC_fact-check-nepal-all-students-detained-for-exam-not-arrested-in-bhatbhateni-looting,https://techpana.prixacdn.net/media/albums/bhatbhateni-looting-fact-check-nepal_WMljLUykMQ.jpg.760x430_q100_crop.jpg,भाटभटेनी लुटपाटमा संलग्न विद्यार्थी पक्राउ,1,Miscaptioned,"BhatBhateni, Nepal",Politics,14/05/2025,ne,https://techpana.com/2025/150681/fact-check-nepal-all-students-detained-for-exam-not-arrested-in-bhatbhateni-looting,फ्याक्टचेकः हिरासतबाट जाँच दिने ६ जना विद्यार्थी नै भाटभटेनी लुटपाटमा पक्राउ परेको सत्य होइन
TC_fact-check-nepal-all-students-detained-for-exam-not-arrested-in-bhatbhateni-looting,https://techpana.prixacdn.net/media/albums/bhatbhateni-looting-fact-check-nepal_WMljLUykMQ.jpg.760x430_q100_crop.jpg,भाटभटेनी लुटपाट नभएर परीक्षाको कारणले विद्यार्थीलाई हिरासतमा लिइएको हो ।,0,Pristine,"BhatBhateni, Nepal",Politics,14/05/2025,ne,https://techpana.com/2025/150681/fact-check-nepal-all-students-detained-for-exam-not-arrested-in-bhatbhateni-looting,फ्याक्टचेकः हिरासतबाट जाँच दिने ६ जना विद्यार्थी नै भाटभटेनी लुटपाटमा पक्राउ परेको सत्य होइन
